38.403,48.970,-130.668,690.510,8.710,9.262,32.408,-0.852,-1.128,NaN,291.952,0.979,1012.890,0.991,347.684,96.795,1024.600,0.991,NaN,2077.000
38.404,48.970,-130.668,690.524,8.707,9.259,32.408,-0.866,-1.136,NaN,292.032,0.980,1013.152,0.991,347.799,96.814,1024.823,0.991,NaN,2078.000
38.406,48.970,-130.669,690.531,8.707,9.253,32.407,-0.815,-1.258,NaN,292.082,0.980,1014.325,0.992,347.842,96.821,1025.959,0.992,NaN,2079.000
38.407,48.970,-130.669,690.531,8.709,9.250,32.407,-0.754,-1.327,NaN,292.164,0.980,1015.193,0.993,347.940,96.841,1026.789,0.993,NaN,2080.000
38.408,48.970,-130.668,690.545,8.708,9.246,32.408,-0.704,-1.305,NaN,292.317,0.981,1015.526,0.993,348.125,96.878,1027.088,0.993,NaN,2081.000
38.410,48.971,-130.668,690.611,8.705,9.244,32.408,-0.674,-1.274,NaN,292.380,0.981,1015.429,0.993,348.195,96.894,1026.959,0.993,NaN,2082.000
38.411,48.971,-130.667,690.633,8.705,9.244,32.408,-0.648,-1.092,NaN,292.370,0.981,1013.924,0.991,348.175,96.893,1025.425,0.991,NaN,2083.000
38.412,48.971,-130.667,690.633,8.707,9.243,32.408,-0.668,-1.107,NaN,292.260,0.980,1013.701,0.991,348.012,96.851,1025.174,0.991,NaN,2084.000
38.414,48.970,-130.667,690.699,8.708,9.244,32.408,NaN,-1.146,NaN,292.156,0.980,1013.696,0.991,347.871,96.816,1025.144,0.991,NaN,2085.000
38.415,48.971,-130.668,690.739,8.710,9.246,32.408,NaN,-1.052,NaN,292.123,0.980,1012.863,0.990,347.837,96.809,1024.289,0.990,NaN,2086.000
38.417,48.971,-130.668,690.743,8.710,9.246,32.408,-0.782,-1.071,NaN,292.052,0.980,1012.778,0.990,347.749,96.787,1024.184,0.990,NaN,2087.000
38.418,48.971,-130.668,690.776,8.707,9.243,32.408,-0.752,-1.124,NaN,292.053,0.980,1013.135,0.991,347.746,96.782,1024.523,0.991,NaN,2088.000
38.419,48.971,-130.668,690.810,8.705,9.239,32.408,-0.730,-1.253,NaN,292.120,0.980,1014.362,0.992,347.806,96.790,1025.735,0.992,NaN,2089.000
38.421,48.971,-130.669,690.844,8.704,9.235,32.407,-0.744,-1.238,NaN,292.249,0.980,1014.662,0.993,347.964,96.823,1026.022,0.993,NaN,2090.000
38.422,48.971,-130.669,690.855,8.703,9.232,32.407,-0.741,-1.198,NaN,292.314,0.980,1014.539,0.992,348.031,96.841,1025.888,0.992,NaN,2091.000
38.424,48.971,-130.668,690.877,8.702,9.233,32.408,-0.802,-1.219,NaN,292.304,0.980,1014.660,0.992,347.996,96.839,1026.001,0.992,NaN,2092.000
38.425,48.971,-130.668,690.913,8.702,9.236,32.408,-0.821,-1.329,NaN,292.304,0.980,1015.545,0.994,347.988,96.841,1026.881,0.994,NaN,2093.000
38.426,48.971,-130.667,690.961,8.700,9.239,32.408,-0.851,-1.145,NaN,292.411,0.981,1014.389,0.992,348.105,96.876,1025.720,0.992,NaN,2094.000
38.428,48.971,-130.667,690.995,8.700,9.241,32.408,-0.862,-1.233,NaN,292.288,0.980,1014.673,0.993,347.955,96.849,1026.001,0.993,NaN,2095.000
38.429,48.971,-130.667,691.011,8.701,9.243,32.409,-0.828,-1.162,NaN,292.261,0.980,1014.035,0.992,347.910,96.835,1025.358,0.992,NaN,2096.000
38.431,48.971,-130.667,691.027,8.701,9.245,32.409,-0.792,-1.109,NaN,292.195,0.980,1013.375,0.991,347.832,96.816,1024.694,0.991,NaN,2097.000
38.432,48.971,-130.667,691.027,8.702,9.246,32.409,-0.800,-1.085,NaN,292.110,0.980,1012.912,0.990,347.727,96.789,1024.226,0.990,NaN,2098.000
38.433,48.971,-130.667,691.072,8.702,9.249,32.409,-0.790,-1.092,NaN,291.990,0.979,1012.572,0.990,347.592,96.757,1023.880,0.990,NaN,2099.000
38.435,48.971,-130.667,691.072,8.702,9.250,32.409,-0.791,-1.094,NaN,291.926,0.979,1012.347,0.990,347.521,96.741,1023.649,0.990,NaN,2100.000
38.436,48.971,-130.667,691.104,8.700,9.250,32.409,-0.854,-1.031,NaN,291.925,0.979,1011.800,0.989,347.518,96.735,1023.092,0.989,NaN,2101.000
38.438,48.971,-130.667,691.144,8.699,9.248,32.409,-0.927,-1.034,NaN,291.845,0.979,1011.516,0.989,347.421,96.713,1022.797,0.989,NaN,2102.000
38.439,48.971,-130.667,691.195,8.699,9.248,32.409,-0.966,-1.076,NaN,291.792,0.979,1011.686,0.989,347.364,96.699,1022.955,0.989,NaN,2103.000
38.440,48.971,-130.667,691.211,8.698,9.244,32.409,-0.981,-1.105,NaN,291.812,0.979,1011.969,0.990,347.390,96.696,1023.223,0.990,NaN,2104.000
38.442,48.970,-130.667,691.233,8.698,9.240,32.409,-0.945,-1.115,NaN,291.857,0.979,1012.202,0.990,347.432,96.698,1023.441,0.990,NaN,2105.000
38.443,48.970,-130.667,691.255,8.702,9.238,32.410,-0.889,-0.981,NaN,291.847,0.979,1011.168,0.989,347.432,96.692,1022.388,0.989,NaN,2106.000
38.444,48.970,-130.667,691.320,8.704,9.238,32.410,-0.899,-0.941,NaN,291.744,0.979,1010.546,0.988,347.323,96.656,1021.748,0.988,NaN,2107.000
38.446,48.970,-130.667,691.320,8.705,9.237,32.410,-0.913,-1.006,NaN,291.604,0.978,1010.606,0.988,347.156,96.607,1021.790,0.988,NaN,2108.000
38.447,48.970,-130.667,691.347,8.706,9.236,32.410,-0.900,-1.062,NaN,291.559,0.978,1010.915,0.988,347.088,96.588,1022.080,0.988,NaN,2109.000
38.449,48.970,-130.667,691.386,8.706,9.234,32.410,-0.892,-1.077,NaN,291.581,0.978,1011.120,0.989,347.103,96.593,1022.266,0.989,NaN,2110.000
38.450,48.970,-130.667,691.392,8.707,9.233,32.410,-0.890,-1.058,NaN,291.647,0.978,1011.221,0.989,347.170,96.609,1022.349,0.989,NaN,2111.000
38.451,48.970,-130.667,691.429,8.706,9.232,32.410,-0.901,-1.046,NaN,291.668,0.978,1011.163,0.989,347.196,96.613,1022.273,0.989,NaN,2112.000
38.453,48.970,-130.667,691.451,8.705,9.230,32.410,-0.916,-0.933,NaN,291.719,0.979,1010.419,0.988,347.257,96.624,1021.513,0.988,NaN,2113.000
38.454,48.970,-130.667,691.474,8.703,9.227,32.409,-0.907,-0.950,NaN,291.665,0.978,1010.308,0.988,347.188,96.598,1021.386,0.988,NaN,2114.000
38.456,48.970,-130.667,691.496,8.702,9.224,32.409,-0.926,-1.033,NaN,291.634,0.978,1010.863,0.988,347.147,96.585,1021.926,0.988,NaN,2115.000
38.457,48.970,-130.667,691.496,8.703,9.222,32.409,-0.918,-1.000,NaN,291.681,0.978,1010.762,0.988,347.197,96.593,1021.812,0.988,NaN,2116.000
38.458,48.970,-130.667,691.539,8.703,9.221,32.410,-0.932,-0.944,NaN,291.686,0.978,1010.338,0.988,347.217,96.595,1021.376,0.988,NaN,2117.000
38.460,48.970,-130.667,691.555,8.703,9.220,32.410,-0.905,-0.918,NaN,291.660,0.978,1010.042,0.987,347.184,96.581,1021.070,0.987,NaN,2118.000
38.461,48.970,-130.667,691.569,8.703,9.220,32.409,-0.830,-0.993,NaN,291.596,0.978,1010.411,0.988,347.115,96.565,1021.431,0.988,NaN,2119.000
38.463,48.970,-130.667,691.591,8.702,9.219,32.409,-0.843,-0.993,NaN,291.613,0.978,1010.463,0.988,347.134,96.567,1021.476,0.988,NaN,2120.000
38.464,48.970,-130.667,691.617,8.702,9.219,32.409,-0.878,-0.989,NaN,291.646,0.978,1010.542,0.988,347.158,96.573,1021.550,0.988,NaN,2121.000
38.465,48.970,-130.667,691.639,8.702,9.221,32.409,-0.936,-1.037,NaN,291.662,0.978,1010.984,0.989,347.173,96.584,1021.988,0.989,NaN,2122.000
38.467,48.970,-130.667,691.675,8.702,9.221,32.409,-0.887,-1.029,NaN,291.710,0.978,1011.080,0.989,347.240,96.603,1022.082,0.989,NaN,2123.000
38.468,48.970,-130.667,691.711,8.700,9.218,32.409,-0.910,-0.943,NaN,291.781,0.979,1010.597,0.988,347.332,96.618,1021.599,0.988,NaN,2124.000
38.469,48.970,-130.667,691.717,8.699,9.214,32.409,-0.911,-0.810,NaN,291.760,0.979,1009.415,0.987,347.310,96.603,1020.416,0.987,NaN,2125.000
38.471,48.970,-130.667,691.759,8.695,9.213,32.409,-0.974,-0.819,NaN,291.649,0.978,1009.034,0.986,347.169,96.565,1020.038,0.986,NaN,2126.000
38.472,48.970,-130.667,691.766,8.695,9.215,32.409,-1.041,-0.857,NaN,291.532,0.978,1008.920,0.986,347.019,96.531,1019.926,0.986,NaN,2127.000
38.474,48.970,-130.667,691.836,8.694,9.219,32.409,-1.066,-0.962,NaN,291.448,0.977,1009.470,0.987,346.916,96.513,1020.479,0.987,NaN,2128.000
38.475,48.970,-130.667,691.894,8.697,9.224,32.409,-1.024,-0.918,NaN,291.472,0.978,1009.266,0.987,346.939,96.528,1020.277,0.987,NaN,2129.000
38.476,48.970,-130.667,691.916,8.699,9.230,32.409,NaN,-0.986,NaN,291.415,0.977,1009.653,0.987,346.890,96.524,1020.667,0.987,NaN,2130.000
38.478,48.970,-130.667,691.923,8.699,9.232,32.410,NaN,-0.981,NaN,291.405,0.977,1009.577,0.987,346.884,96.524,1020.591,0.987,NaN,2131.000
38.479,48.970,-130.667,691.955,8.698,9.233,32.410,-1.016,-0.994,NaN,291.411,0.977,1009.696,0.987,346.882,96.530,1020.711,0.987,NaN,2132.000
38.481,48.970,-130.667,692.009,8.698,9.234,32.410,-0.982,-1.048,NaN,291.434,0.977,1010.204,0.988,346.894,96.540,1021.216,0.988,NaN,2133.000
38.482,48.970,-130.667,692.023,8.697,9.231,32.410,-0.945,-1.021,NaN,291.506,0.978,1010.196,0.988,346.973,96.552,1021.204,0.988,NaN,2134.000
38.483,48.970,-130.667,692.045,8.695,9.229,32.409,-0.902,-1.025,NaN,291.547,0.978,1010.331,0.988,347.015,96.565,1021.333,0.988,NaN,2135.000
38.485,48.970,-130.667,692.099,8.693,9.226,32.409,-0.921,-0.964,NaN,291.620,0.978,1010.050,0.987,347.104,96.580,1021.044,0.987,NaN,2136.000
38.486,48.970,-130.667,692.162,8.690,9.224,32.409,-0.937,-0.954,NaN,291.625,0.978,1009.911,0.987,347.103,96.574,1020.896,0.987,NaN,2137.000
38.488,48.970,-130.667,692.195,8.690,9.221,32.409,-0.984,-0.902,NaN,291.632,0.978,1009.512,0.987,347.113,96.571,1020.485,0.987,NaN,2138.000
38.489,48.970,-130.667,692.224,8.693,9.219,32.409,-0.982,-0.904,NaN,291.595,0.978,1009.475,0.987,347.072,96.554,1020.436,0.987,NaN,2139.000
38.490,48.970,-130.667,692.260,8.695,9.217,32.409,-0.961,-0.925,NaN,291.561,0.978,1009.576,0.987,347.034,96.537,1020.523,0.987,NaN,2140.000
38.492,48.970,-130.668,692.348,8.696,9.215,32.409,-0.952,-0.973,NaN,291.546,0.978,1009.933,0.987,347.017,96.531,1020.867,0.987,NaN,2141.000
38.493,48.970,-130.667,692.381,8.696,9.214,32.409,-0.966,-0.972,NaN,291.538,0.978,1009.896,0.987,347.016,96.526,1020.816,0.987,NaN,2142.000
38.494,48.970,-130.668,692.399,8.696,9.214,32.409,-0.964,-0.963,NaN,291.530,0.978,1009.801,0.987,347.012,96.522,1020.709,0.987,NaN,2143.000
38.496,48.970,-130.668,692.447,8.698,9.213,32.409,-0.951,-0.880,NaN,291.516,0.978,1009.127,0.986,346.997,96.517,1020.022,0.986,NaN,2144.000
38.497,48.970,-130.668,692.491,8.699,9.213,32.409,-0.949,-0.894,NaN,291.441,0.978,1008.993,0.986,346.909,96.492,1019.876,0.986,NaN,2145.000
38.499,48.970,-130.668,692.505,8.698,9.212,32.409,-0.938,-0.920,NaN,291.397,0.977,1009.035,0.986,346.854,96.477,1019.907,0.986,NaN,2146.000
38.500,48.970,-130.668,692.531,8.697,9.209,32.409,-0.921,-0.892,NaN,291.434,0.977,1008.906,0.986,346.888,96.481,1019.766,0.986,NaN,2147.000
38.501,48.970,-130.668,692.604,8.696,9.206,32.409,-0.904,-0.831,NaN,291.441,0.977,1008.427,0.986,346.885,96.478,1019.277,0.986,NaN,2148.000
38.503,48.970,-130.668,692.630,8.696,9.206,32.409,-0.934,-0.859,NaN,291.394,0.977,1008.481,0.986,346.819,96.456,1019.324,0.986,NaN,2149.000
38.504,48.970,-130.668,692.654,8.697,9.206,32.409,-0.967,-0.928,NaN,291.340,0.977,1008.869,0.986,346.750,96.440,1019.705,0.986,NaN,2150.000
38.506,48.970,-130.668,692.737,8.697,9.205,32.409,-0.959,-0.971,NaN,291.396,0.977,1009.404,0.987,346.815,96.455,1020.236,0.987,NaN,2151.000
38.507,48.970,-130.668,692.737,8.697,9.204,32.409,-0.999,-0.976,NaN,291.457,0.978,1009.673,0.987,346.896,96.473,1020.502,0.987,NaN,2152.000
38.508,48.970,-130.668,692.761,8.697,9.204,32.409,-0.979,-0.972,NaN,291.481,0.978,1009.715,0.987,346.925,96.482,1020.544,0.987,NaN,2153.000
38.510,48.970,-130.668,692.805,8.697,9.203,32.409,-0.943,-0.883,NaN,291.514,0.978,1009.111,0.986,346.963,96.490,1019.942,0.986,NaN,2154.000
38.511,48.970,-130.668,692.907,8.696,9.202,32.409,-0.898,-0.857,NaN,291.513,0.978,1008.875,0.986,346.958,96.488,1019.710,0.986,NaN,2155.000
38.512,48.970,-130.668,692.973,8.695,9.202,32.409,-0.835,-0.927,NaN,291.432,0.977,1009.130,0.987,346.871,96.465,1019.971,0.987,NaN,2156.000
38.514,48.970,-130.668,693.177,8.696,9.205,32.410,-0.841,-0.909,NaN,291.406,0.977,1008.924,0.986,346.827,96.457,1019.773,0.986,NaN,2157.000
38.515,48.970,-130.668,693.236,8.696,9.208,32.410,-0.868,-0.938,NaN,291.361,0.977,1009.012,0.986,346.765,96.450,1019.871,0.986,NaN,2158.000
38.517,48.970,-130.668,693.250,8.696,9.211,32.410,-0.870,-0.964,NaN,291.344,0.977,1009.149,0.987,346.741,96.449,1020.018,0.987,NaN,2159.000
38.518,48.970,-130.667,693.258,8.695,9.214,32.410,-0.861,-0.904,NaN,291.372,0.977,1008.738,0.986,346.783,96.462,1019.618,0.986,NaN,2160.000
38.519,48.970,-130.668,693.265,8.693,9.215,32.409,-0.848,-0.916,NaN,291.361,0.977,1008.751,0.986,346.773,96.465,1019.641,0.986,NaN,2161.000
38.521,48.971,-130.668,693.317,8.692,9.215,32.409,-0.904,-0.974,NaN,291.356,0.977,1009.183,0.987,346.754,96.464,1020.083,0.987,NaN,2162.000
38.522,48.970,-130.668,693.347,8.691,9.215,32.409,-0.902,-0.883,NaN,291.421,0.977,1008.654,0.986,346.824,96.481,1019.564,0.986,NaN,2163.000
38.524,48.971,-130.668,693.377,8.691,9.215,32.409,-0.806,-0.865,NaN,291.421,0.977,1008.505,0.986,346.819,96.480,1019.424,0.986,NaN,2164.000
38.525,48.971,-130.668,693.450,8.689,9.214,32.409,-0.720,-0.876,NaN,291.402,0.977,1008.485,0.986,346.793,96.471,1019.411,0.986,NaN,2165.000
38.526,48.970,-130.668,693.480,8.690,9.215,32.409,-0.747,-0.917,NaN,291.355,0.977,1008.669,0.986,346.731,96.459,1019.601,0.986,NaN,2166.000
38.528,48.970,-130.668,693.546,8.691,9.218,32.410,-0.831,-0.917,NaN,291.333,0.977,1008.625,0.986,346.715,96.459,1019.562,0.986,NaN,2167.000
38.529,48.970,-130.668,693.568,8.692,9.221,32.410,-0.883,-0.900,NaN,291.296,0.977,1008.387,0.986,346.672,96.453,1019.327,0.986,NaN,2168.000
38.531,48.971,-130.668,693.598,8.695,9.224,32.410,-0.914,-0.922,NaN,291.248,0.977,1008.445,0.986,346.615,96.446,1019.386,0.986,NaN,2169.000
38.532,48.971,-130.668,693.626,8.696,9.227,32.410,-0.895,-0.927,NaN,291.208,0.977,1008.383,0.986,346.576,96.439,1019.322,0.986,NaN,2170.000
38.533,48.971,-130.668,693.641,8.695,9.228,32.410,-0.892,-0.903,NaN,291.224,0.977,1008.216,0.986,346.616,96.450,1019.152,0.986,NaN,2171.000
38.535,48.970,-130.668,693.677,8.693,9.226,32.410,-0.931,-0.888,NaN,291.226,0.977,1008.070,0.985,346.635,96.449,1019.000,0.985,NaN,2172.000
38.536,48.970,-130.668,693.697,8.694,9.222,32.410,-0.906,-0.901,NaN,291.185,0.977,1008.051,0.985,346.589,96.433,1018.975,0.985,NaN,2173.000
38.537,48.971,-130.668,693.723,8.695,9.220,32.410,-0.884,-0.875,NaN,291.187,0.977,1007.874,0.985,346.597,96.422,1018.789,0.985,NaN,2174.000
38.539,48.971,-130.668,693.738,8.694,9.216,32.410,NaN,-0.870,NaN,291.191,0.977,1007.840,0.985,346.593,96.412,1018.745,0.985,NaN,2175.000
38.540,48.970,-130.668,693.804,8.696,9.214,32.410,NaN,-0.873,NaN,291.169,0.977,1007.818,0.985,346.565,96.400,1018.713,0.985,NaN,2176.000
38.542,48.970,-130.668,693.826,8.696,9.212,32.410,-0.986,-0.844,NaN,291.182,0.977,1007.650,0.985,346.576,96.400,1018.534,0.985,NaN,2177.000
38.543,48.970,-130.668,693.841,8.697,9.211,32.410,-1.009,-0.849,NaN,291.184,0.977,1007.707,0.985,346.578,96.400,1018.580,0.985,NaN,2178.000
38.544,48.970,-130.669,693.889,8.697,9.211,32.410,-1.028,-0.837,NaN,291.186,0.977,1007.637,0.985,346.577,96.400,1018.499,0.985,NaN,2179.000
38.546,48.970,-130.669,693.947,8.697,9.209,32.410,-1.082,-0.878,NaN,291.184,0.977,1007.953,0.985,346.572,96.395,1018.804,0.985,NaN,2180.000
38.547,48.970,-130.668,694.029,8.696,9.208,32.410,-1.069,-0.890,NaN,291.209,0.977,1008.107,0.986,346.605,96.402,1018.948,0.986,NaN,2181.000
38.549,48.970,-130.668,694.051,8.695,9.206,32.411,-1.037,-0.858,NaN,291.243,0.977,1007.944,0.985,346.644,96.408,1018.776,0.985,NaN,2182.000
38.550,48.970,-130.668,694.101,8.695,9.205,32.411,-1.030,-0.843,NaN,291.222,0.977,1007.744,0.985,346.620,96.398,1018.569,0.985,NaN,2183.000
38.551,48.970,-130.668,694.101,8.695,9.205,32.411,-1.019,-0.841,NaN,291.179,0.977,1007.594,0.985,346.562,96.382,1018.411,0.985,NaN,2184.000
38.553,48.970,-130.669,694.151,8.699,9.206,32.411,-1.042,-0.847,NaN,291.129,0.977,1007.555,0.985,346.479,96.363,1018.366,0.985,NaN,2185.000
38.554,48.970,-130.669,694.196,8.701,9.207,32.411,-1.049,-0.851,NaN,291.093,0.976,1007.524,0.985,346.428,96.348,1018.329,0.985,NaN,2186.000
38.556,48.970,-130.669,694.218,8.701,9.206,32.411,-1.048,-0.855,NaN,291.083,0.976,1007.521,0.985,346.400,96.344,1018.321,0.985,NaN,2187.000
38.557,48.971,-130.669,694.263,8.700,9.204,32.411,-1.077,-0.870,NaN,291.069,0.976,1007.564,0.985,346.379,96.339,1018.360,0.985,NaN,2188.000
38.558,48.971,-130.668,694.312,8.699,9.203,32.412,-1.088,-0.860,NaN,291.074,0.976,1007.468,0.985,346.380,96.338,1018.261,0.985,NaN,2189.000
38.560,48.971,-130.668,694.356,8.696,9.203,32.412,-1.115,-0.882,NaN,291.071,0.976,1007.573,0.985,346.365,96.334,1018.363,0.985,NaN,2190.000
38.561,48.971,-130.668,694.371,8.695,9.206,32.412,-1.147,-0.899,NaN,291.058,0.976,1007.658,0.985,346.352,96.336,1018.447,0.985,NaN,2191.000
38.563,48.971,-130.668,694.393,8.695,9.209,32.412,-1.087,-0.903,NaN,291.041,0.976,1007.620,0.985,346.333,96.337,1018.407,0.985,NaN,2192.000
38.564,48.971,-130.668,694.497,8.695,9.211,32.412,-1.067,-0.912,NaN,290.999,0.976,1007.549,0.985,346.289,96.331,1018.334,0.985,NaN,2193.000
38.565,48.971,-130.668,694.599,8.695,9.213,32.412,-1.065,-0.922,NaN,290.971,0.976,1007.537,0.985,346.253,96.324,1018.319,0.985,NaN,2194.000
38.567,48.971,-130.668,694.623,8.695,9.216,32.412,-1.005,-0.918,NaN,290.953,0.976,1007.443,0.985,346.240,96.324,1018.223,0.985,NaN,2195.000
38.568,48.971,-130.668,694.656,8.694,9.217,32.412,-1.043,-0.932,NaN,290.938,0.976,1007.479,0.985,346.220,96.322,1018.254,0.985,NaN,2196.000
38.569,48.971,-130.668,694.678,8.694,9.216,32.412,-1.081,-0.931,NaN,290.929,0.976,1007.432,0.985,346.200,96.316,1018.201,0.985,NaN,2197.000
38.571,48.970,-130.669,694.759,8.694,9.215,32.412,-1.097,-0.937,NaN,290.924,0.976,1007.460,0.985,346.174,96.309,1018.220,0.985,NaN,2198.000
38.572,48.970,-130.670,694.821,8.694,9.215,32.412,-1.039,-0.916,NaN,290.938,0.976,1007.342,0.985,346.185,96.312,1018.092,0.985,NaN,2199.000
38.574,48.971,-130.670,694.880,8.693,9.216,32.412,-1.054,-0.935,NaN,290.912,0.976,1007.396,0.985,346.171,96.309,1018.134,0.985,NaN,2200.000
38.575,48.970,-130.669,694.934,8.691,9.216,32.412,-1.079,-0.919,NaN,290.903,0.976,1007.193,0.985,346.166,96.303,1017.917,0.985,NaN,2201.000
38.576,48.970,-130.669,695.005,8.691,9.214,32.413,-1.061,-0.948,NaN,290.869,0.976,1007.312,0.985,346.113,96.290,1018.019,0.985,NaN,2202.000
38.578,48.970,-130.668,695.085,8.691,9.211,32.413,-1.140,-0.945,NaN,290.855,0.975,1007.234,0.985,346.094,96.276,1017.922,0.985,NaN,2203.000
38.579,48.970,-130.667,695.144,8.692,9.207,32.414,-1.208,-0.935,NaN,290.845,0.975,1007.145,0.985,346.071,96.268,1017.812,0.985,NaN,2204.000
38.581,48.970,-130.667,695.181,8.692,9.203,32.414,-1.173,-0.923,NaN,290.827,0.975,1006.989,0.985,346.039,96.249,1017.634,0.985,NaN,2205.000
38.582,48.969,-130.667,695.224,8.693,9.199,32.415,-1.179,-0.944,NaN,290.775,0.975,1007.002,0.985,345.972,96.224,1017.625,0.985,NaN,2206.000
38.583,48.970,-130.666,695.298,8.693,9.197,32.415,-1.166,-0.935,NaN,290.773,0.975,1006.931,0.984,345.963,96.214,1017.531,0.984,NaN,2207.000
38.585,48.970,-130.665,695.349,8.694,9.195,32.416,-1.164,-0.935,NaN,290.756,0.975,1006.891,0.984,345.940,96.204,1017.468,0.984,NaN,2208.000
38.586,48.970,-130.665,695.371,8.695,9.193,32.416,-1.247,-0.933,NaN,290.758,0.975,1006.909,0.984,345.932,96.200,1017.464,0.984,NaN,2209.000
38.588,48.970,-130.666,695.422,8.698,9.193,32.416,-1.211,-0.926,NaN,290.745,0.975,1006.876,0.984,345.910,96.196,1017.408,0.984,NaN,2210.000
38.589,48.969,-130.667,695.503,8.698,9.192,32.416,-1.185,-0.927,NaN,290.734,0.975,1006.865,0.984,345.900,96.192,1017.375,0.984,NaN,2211.000
38.590,48.970,-130.666,695.554,8.698,9.192,32.417,-1.146,-0.960,NaN,290.696,0.975,1006.989,0.985,345.871,96.185,1017.479,0.985,NaN,2212.000
38.592,48.970,-130.666,695.606,8.698,9.191,32.417,-1.117,-0.943,NaN,290.716,0.975,1006.919,0.984,345.897,96.188,1017.389,0.984,NaN,2213.000
38.593,48.970,-130.667,695.665,8.699,9.190,32.417,-1.147,-0.926,NaN,290.738,0.975,1006.877,0.984,345.910,96.191,1017.328,0.984,NaN,2214.000
38.594,48.970,-130.667,695.746,8.698,9.187,32.417,-1.168,-0.925,NaN,290.762,0.975,1006.936,0.984,345.930,96.190,1017.370,0.984,NaN,2215.000
38.596,48.970,-130.668,695.887,8.697,9.185,32.417,-1.191,-0.910,NaN,290.788,0.975,1006.881,0.984,345.950,96.191,1017.298,0.984,NaN,2216.000
38.597,48.970,-130.668,695.895,8.696,9.182,32.417,-1.125,-0.923,NaN,290.779,0.975,1006.944,0.984,345.935,96.182,1017.347,0.984,NaN,2217.000
38.599,48.970,-130.667,695.932,8.697,9.181,32.417,-1.077,-0.917,NaN,290.782,0.975,1006.914,0.984,345.917,96.180,1017.304,0.984,NaN,2218.000
38.600,48.970,-130.667,696.035,8.699,9.183,32.417,-1.030,-0.935,NaN,290.748,0.975,1006.975,0.985,345.886,96.171,1017.354,0.985,NaN,2219.000
38.601,48.970,-130.666,696.122,8.699,9.184,32.417,NaN,-0.962,NaN,290.721,0.975,1007.113,0.985,345.867,96.166,1017.482,0.985,NaN,2220.000
38.603,48.970,-130.666,696.159,8.701,9.185,32.418,NaN,-0.979,NaN,290.700,0.975,1007.218,0.985,345.831,96.159,1017.579,0.985,NaN,2221.000
38.604,48.969,-130.667,696.248,8.702,9.188,32.418,-0.991,-0.988,NaN,290.674,0.975,1007.213,0.985,345.795,96.161,1017.569,0.985,NaN,2222.000
38.606,48.969,-130.668,696.321,8.701,9.191,32.418,-1.019,-0.984,NaN,290.686,0.975,1007.205,0.985,345.801,96.165,1017.556,0.985,NaN,2223.000
38.607,48.969,-130.668,696.357,8.700,9.194,32.418,-0.969,-1.002,NaN,290.661,0.975,1007.243,0.985,345.770,96.165,1017.592,0.985,NaN,2224.000
38.608,48.969,-130.668,696.381,8.700,9.196,32.418,-0.974,-1.001,NaN,290.636,0.975,1007.151,0.985,345.739,96.163,1017.498,0.985,NaN,2225.000
38.610,48.970,-130.669,696.434,8.700,9.197,32.418,-1.035,-1.000,NaN,290.622,0.975,1007.081,0.985,345.710,96.160,1017.427,0.985,NaN,2226.000
38.611,48.970,-130.669,696.449,8.700,9.199,32.418,-1.056,-1.004,NaN,290.597,0.975,1007.033,0.985,345.672,96.159,1017.378,0.985,NaN,2227.000
38.613,48.970,-130.669,696.449,8.700,9.199,32.418,-1.034,-1.032,NaN,290.585,0.975,1007.216,0.985,345.658,96.152,1017.559,0.985,NaN,2228.000
38.614,48.969,-130.668,696.507,8.698,9.199,32.418,-1.034,-1.066,NaN,290.585,0.975,1007.446,0.985,345.658,96.152,1017.787,0.985,NaN,2229.000
38.615,48.969,-130.667,696.589,8.698,9.199,32.418,-1.058,-1.066,NaN,290.596,0.975,1007.475,0.985,345.675,96.153,1017.813,0.985,NaN,2230.000
38.617,48.970,-130.667,696.709,8.698,9.199,32.418,-1.059,-1.059,NaN,290.585,0.975,1007.390,0.985,345.663,96.149,1017.724,0.985,NaN,2231.000
38.618,48.970,-130.667,696.727,8.698,9.199,32.418,-1.041,-1.036,NaN,290.586,0.975,1007.214,0.985,345.663,96.150,1017.543,0.985,NaN,2232.000
38.619,48.970,-130.668,696.767,8.698,9.197,32.418,-1.023,-1.026,NaN,290.587,0.975,1007.132,0.985,345.662,96.147,1017.455,0.985,NaN,2233.000
38.621,48.969,-130.668,696.849,8.700,9.195,32.419,-0.984,-1.021,NaN,290.554,0.975,1007.021,0.985,345.620,96.132,1017.339,0.985,NaN,2234.000
