266.108,49.665,-138.203,2618.420,15.315,15.556,32.278,0.838,0.681,1.002,261.250,1.010,1025.938,1.003,308.326,98.997,1030.379,1.003,8719.000
266.110,49.664,-138.195,2619.047,15.316,15.562,32.278,0.813,0.650,0.971,261.172,1.010,1025.921,1.003,308.248,98.981,1030.374,1.003,8720.000
266.111,49.664,-138.187,2619.650,15.314,15.565,32.279,0.768,0.606,0.928,261.088,1.009,1025.907,1.003,308.145,98.957,1030.372,1.003,8721.000
266.113,49.663,-138.178,2620.258,15.311,15.567,32.279,0.737,0.559,0.880,261.004,1.009,1025.894,1.004,308.055,98.932,1030.370,1.004,8722.000
266.114,49.662,-138.170,2620.886,15.308,15.563,32.279,0.708,0.539,0.860,260.974,1.009,1025.881,1.004,308.036,98.916,1030.366,1.004,8723.000
266.115,49.662,-138.162,2621.497,15.305,15.556,32.280,0.683,0.522,0.842,260.949,1.009,1025.868,1.004,308.016,98.892,1030.363,1.004,8724.000
266.117,49.661,-138.154,2622.143,15.304,15.551,32.281,0.666,0.510,0.830,260.927,1.009,1025.856,1.004,307.988,98.872,1030.360,1.004,8725.000
266.118,49.660,-138.145,2622.777,15.304,15.549,32.283,0.656,0.496,0.817,260.894,1.009,1025.844,1.004,307.962,98.854,1030.356,1.004,8726.000
266.119,49.659,-138.137,2623.399,15.305,15.548,32.285,0.634,0.487,0.808,260.862,1.009,1025.832,1.004,307.876,98.843,1030.353,1.004,8727.000
266.121,49.658,-138.128,2624.023,15.306,15.548,32.288,0.625,0.488,0.808,260.853,1.009,1025.819,1.004,307.873,98.841,1030.349,1.004,8728.000
266.122,49.658,-138.120,2624.641,15.304,15.547,32.289,0.644,0.513,0.834,260.911,1.009,1025.806,1.004,307.983,98.861,1030.345,1.004,8729.000
266.124,49.657,-138.112,2625.260,15.301,15.545,32.290,0.696,0.526,0.847,260.947,1.009,1025.793,1.004,308.043,98.873,1030.342,1.004,8730.000
266.125,49.656,-138.104,2625.856,15.297,15.543,32.292,0.699,0.525,0.896,260.956,1.009,1025.780,1.004,308.041,98.873,1030.338,1.004,8731.000
266.126,49.656,-138.096,2626.493,15.296,15.543,32.293,0.688,0.495,0.866,260.896,1.009,1025.767,1.004,307.964,98.850,1030.335,1.004,8732.000
266.128,49.655,-138.087,2627.123,15.297,15.543,32.294,0.649,0.441,0.811,260.776,1.008,1025.753,1.004,307.802,98.803,1030.331,1.004,8733.000
266.129,49.654,-138.079,2627.755,15.295,15.543,32.294,0.630,0.392,0.763,260.680,1.008,1025.740,1.004,307.689,98.765,1030.328,1.004,8734.000
266.131,49.654,-138.071,2628.360,15.293,15.542,32.294,0.609,0.376,0.746,260.653,1.008,1025.726,1.004,307.644,98.753,1030.324,1.004,8735.000
266.132,49.653,-138.063,2628.978,15.292,15.540,32.294,0.616,0.380,0.750,260.664,1.008,1025.711,1.004,307.699,98.755,1030.321,1.004,8736.000
266.133,49.652,-138.055,2629.573,15.287,15.538,32.294,0.612,0.372,0.743,260.669,1.008,1025.697,1.004,307.744,98.753,1030.317,1.004,8737.000
266.135,49.652,-138.047,2630.196,15.282,15.535,32.294,NaN,0.353,0.723,260.652,1.007,1025.681,1.004,307.720,98.742,1030.314,1.004,8738.000
266.136,49.651,-138.038,2630.800,15.283,15.535,32.295,NaN,0.315,0.685,260.563,1.007,1025.666,1.004,307.584,98.706,1030.310,1.004,8739.000
266.137,49.650,-138.030,2631.429,15.283,15.536,32.296,0.465,0.245,0.615,260.414,1.006,1025.651,1.004,307.382,98.651,1030.307,1.004,8740.000
266.139,49.650,-138.022,2632.066,15.283,15.536,32.297,0.423,0.184,0.553,260.282,1.006,1025.636,1.004,307.215,98.602,1030.303,1.004,8741.000
266.140,49.649,-138.014,2632.669,15.277,15.531,32.297,0.401,0.157,0.526,260.256,1.006,1025.621,1.004,307.214,98.586,1030.301,1.004,8742.000
266.142,49.648,-138.006,2633.280,15.267,15.525,32.296,0.388,0.162,0.531,260.312,1.006,1025.606,1.004,307.311,98.594,1030.298,1.004,8743.000
266.143,49.648,-137.997,2633.906,15.259,15.517,32.295,0.392,0.181,0.544,260.394,1.006,1025.587,1.004,307.485,98.613,1030.293,1.004,8744.000
266.144,49.647,-137.989,2634.560,15.251,15.511,32.295,0.414,0.186,0.549,260.441,1.006,1025.568,1.004,307.342,98.597,1030.287,1.004,8745.000
266.146,49.647,-137.980,2635.189,15.244,15.505,32.295,0.440,0.156,0.518,260.410,1.006,1025.551,1.004,307.041,98.566,1030.286,1.004,8746.000
266.147,49.646,-137.971,2635.857,15.239,15.500,32.294,0.446,0.155,0.518,260.431,1.006,1025.532,1.004,307.281,98.577,1030.282,1.004,8747.000
266.149,49.645,-137.962,2636.526,15.235,15.497,32.294,0.443,0.163,0.526,260.461,1.006,1025.512,1.004,307.439,98.590,1030.279,1.004,8748.000
266.150,49.645,-137.953,2637.190,15.236,15.497,32.295,0.433,0.167,0.529,260.463,1.006,1025.493,1.004,307.457,98.592,1030.275,1.004,8749.000
266.151,49.644,-137.945,2637.825,15.239,15.499,32.295,0.437,0.172,0.534,260.448,1.006,1025.473,1.004,307.370,98.589,1030.272,1.004,8750.000
266.153,49.643,-137.936,2638.474,15.244,15.504,32.295,0.440,0.172,0.534,260.420,1.006,1025.453,1.004,307.370,98.588,1030.268,1.004,8751.000
266.154,49.643,-137.928,2639.132,15.248,15.509,32.296,0.484,0.194,0.556,260.438,1.006,1025.433,1.004,307.426,98.608,1030.265,1.004,8752.000
266.156,49.642,-137.919,2639.780,15.252,15.513,32.296,0.502,0.227,0.588,260.478,1.006,1025.413,1.004,307.537,98.633,1030.262,1.004,8753.000
266.157,49.642,-137.910,2640.432,15.252,15.514,32.296,0.518,0.252,0.614,260.522,1.006,1025.392,1.004,307.628,98.656,1030.258,1.004,8754.000
266.158,49.641,-137.901,2641.081,15.251,15.514,32.296,0.533,0.240,0.601,260.497,1.006,1025.372,1.004,307.567,98.647,1030.255,1.004,8755.000
266.160,49.640,-137.893,2641.722,15.247,15.512,32.296,0.545,0.222,0.583,260.478,1.006,1025.351,1.004,307.506,98.635,1030.251,1.004,8756.000
266.161,49.639,-137.884,2642.377,15.243,15.510,32.296,0.591,0.266,0.627,260.583,1.006,1025.331,1.004,307.662,98.674,1030.248,1.004,8757.000
266.162,49.639,-137.875,2643.032,15.241,15.509,32.297,0.660,0.397,0.759,260.857,1.007,1025.310,1.003,308.008,98.782,1030.244,1.003,8758.000
266.164,49.638,-137.867,2643.710,15.243,15.510,32.297,0.766,0.526,0.889,261.110,1.008,1025.290,1.003,308.306,98.882,1030.241,1.003,8759.000
266.165,49.637,-137.858,2644.377,15.246,15.513,32.296,0.857,0.643,1.006,261.332,1.009,1025.272,1.003,308.595,98.977,1030.239,1.003,8760.000
266.167,49.636,-137.849,2645.043,15.246,15.513,32.294,0.931,0.719,1.082,261.489,1.010,1025.254,1.003,308.800,99.041,1030.237,1.003,8761.000
266.168,49.635,-137.840,2645.716,15.244,15.513,32.292,1.013,0.778,1.141,261.615,1.010,1025.234,1.003,308.963,99.091,1030.233,1.003,8762.000
266.169,49.634,-137.831,2646.377,15.240,15.511,32.290,1.085,0.810,1.173,261.701,1.011,1025.213,1.003,309.100,99.118,1030.227,1.003,8763.000
266.171,49.633,-137.822,2647.043,15.237,15.511,32.290,1.127,0.814,1.177,261.722,1.011,1025.192,1.003,309.113,99.126,1030.222,1.003,8764.000
266.172,49.633,-137.814,2647.720,15.233,15.514,32.290,1.157,0.767,1.129,261.642,1.010,1025.173,1.003,309.002,99.101,1030.217,1.003,8765.000
266.174,49.632,-137.805,2648.376,15.229,15.516,32.289,1.165,0.705,1.066,261.528,1.010,1025.158,1.003,308.858,99.061,1030.216,1.003,8766.000
266.175,49.631,-137.796,2649.039,15.227,15.517,32.290,1.157,0.636,0.996,261.398,1.009,1025.144,1.003,308.706,99.014,1030.213,1.003,8767.000
266.176,49.630,-137.787,2649.716,15.225,15.516,32.290,1.157,0.577,0.937,261.280,1.009,1025.131,1.003,308.571,98.966,1030.210,1.003,8768.000
266.178,49.630,-137.778,2650.391,15.227,15.513,32.290,1.145,0.544,0.904,261.199,1.009,1025.119,1.003,308.467,98.928,1030.207,1.003,8769.000
266.179,49.629,-137.769,2651.058,15.227,15.510,32.291,1.139,0.523,0.882,261.152,1.008,1025.109,1.003,308.422,98.903,1030.204,1.003,8770.000
266.181,49.628,-137.760,2651.733,15.227,15.507,32.291,1.132,0.501,0.860,261.109,1.008,1025.101,1.003,308.355,98.881,1030.200,1.003,8771.000
266.182,49.627,-137.751,2652.409,15.226,15.506,32.291,1.143,0.493,0.851,261.092,1.008,1025.094,1.003,308.336,98.871,1030.197,1.003,8772.000
266.183,49.626,-137.742,2653.083,15.225,15.504,32.291,1.161,0.487,0.834,261.087,1.008,1025.089,1.003,308.335,98.867,1030.195,1.003,8773.000
266.185,49.625,-137.733,2653.770,15.222,15.501,32.290,1.170,0.479,0.825,261.088,1.008,1025.085,1.003,308.354,98.861,1030.192,1.003,8774.000
266.186,49.624,-137.725,2654.433,15.217,15.497,32.288,1.164,0.473,0.820,261.100,1.008,1025.076,1.003,308.156,98.849,1030.184,1.003,8775.000
266.188,49.624,-137.716,2655.104,15.211,15.492,32.288,1.147,0.450,0.796,261.082,1.008,1025.075,1.003,307.891,98.824,1030.183,1.003,8776.000
266.189,49.623,-137.707,2655.793,15.210,15.488,32.287,1.114,0.476,0.822,261.145,1.008,1025.073,1.003,308.212,98.846,1030.180,1.003,8777.000
266.190,49.622,-137.698,2656.469,15.207,15.484,32.286,1.076,0.492,0.838,261.195,1.008,1025.071,1.003,308.411,98.866,1030.177,1.003,8778.000
266.192,49.621,-137.689,2657.159,15.201,15.480,32.285,1.060,0.494,0.840,261.228,1.008,1025.069,1.003,308.507,98.870,1030.173,1.003,8779.000
266.193,49.620,-137.679,2657.843,15.198,15.476,32.285,0.973,0.486,0.831,261.228,1.008,1025.068,1.003,308.503,98.862,1030.170,1.003,8780.000
266.194,49.620,-137.671,2658.499,15.197,15.475,32.286,0.898,0.408,0.753,261.067,1.007,1025.066,1.003,308.283,98.796,1030.166,1.003,8781.000
266.196,49.619,-137.662,2659.164,15.199,15.475,32.287,0.803,0.292,0.636,260.820,1.007,1025.067,1.004,307.972,98.698,1030.164,1.004,8782.000
266.197,49.618,-137.653,2659.831,15.199,15.476,32.288,0.772,0.281,0.625,260.793,1.006,1025.068,1.004,307.905,98.689,1030.160,1.004,8783.000
266.199,49.617,-137.644,2660.474,15.199,15.476,32.289,0.789,0.318,0.661,260.866,1.007,1025.069,1.004,308.041,98.720,1030.157,1.004,8784.000
266.200,49.617,-137.636,2661.139,15.199,15.476,32.290,0.823,0.382,0.726,260.999,1.007,1025.070,1.003,308.216,98.773,1030.153,1.003,8785.000
266.201,49.616,-137.627,2661.795,15.201,15.477,32.292,0.856,0.458,0.802,261.146,1.008,1025.072,1.003,308.411,98.835,1030.150,1.003,8786.000
266.203,49.615,-137.618,2662.437,15.205,15.481,32.293,0.881,0.498,0.842,261.206,1.008,1025.074,1.003,308.517,98.865,1030.147,1.003,8787.000
266.204,49.614,-137.610,2663.075,15.210,15.487,32.296,0.891,0.476,0.819,261.128,1.008,1025.077,1.003,308.391,98.846,1030.144,1.003,8788.000
266.206,49.614,-137.601,2663.738,15.221,15.496,32.298,0.862,0.413,0.756,260.941,1.008,1025.078,1.003,308.135,98.789,1030.141,1.003,8789.000
266.207,49.613,-137.592,2664.397,15.232,15.505,32.299,0.809,0.370,0.711,260.789,1.007,1025.080,1.004,307.932,98.747,1030.138,1.004,8790.000
266.208,49.612,-137.583,2665.067,15.243,15.517,32.300,0.761,0.330,0.671,260.649,1.007,1025.082,1.004,307.707,98.707,1030.136,1.004,8791.000
266.210,49.612,-137.575,2665.720,15.269,15.539,32.298,0.745,0.297,0.638,260.449,1.007,1025.083,1.004,307.333,98.666,1030.133,1.004,8792.000
266.211,49.611,-137.566,2666.363,15.299,15.564,32.296,0.753,0.320,0.659,260.346,1.007,1025.080,1.004,307.237,98.675,1030.128,1.004,8793.000
266.213,49.610,-137.557,2667.027,15.316,15.582,32.294,0.787,0.356,0.694,260.333,1.007,1025.076,1.004,307.289,98.711,1030.122,1.004,8794.000
266.214,49.609,-137.549,2667.684,15.321,15.594,32.294,0.821,0.356,0.694,260.307,1.007,1025.073,1.004,307.304,98.730,1030.118,1.004,8795.000
266.215,49.608,-137.540,2668.346,15.319,15.599,32.293,0.837,0.360,0.698,260.327,1.007,1025.071,1.004,307.391,98.752,1030.116,1.004,8796.000
266.217,49.608,-137.531,2669.050,15.311,15.599,32.293,0.848,0.350,0.687,260.344,1.007,1025.069,1.004,307.423,98.762,1030.115,1.004,8797.000
266.218,49.607,-137.522,2669.702,15.308,15.594,32.293,NaN,0.364,0.702,260.390,1.007,1025.066,1.004,307.463,98.773,1030.112,1.004,8798.000
266.219,49.606,-137.513,2670.355,15.306,15.587,32.292,NaN,0.408,0.746,260.493,1.008,1025.063,1.003,307.604,98.800,1030.108,1.003,8799.000
266.221,49.605,-137.504,2671.034,15.303,15.580,32.292,0.816,0.464,0.802,260.620,1.008,1025.061,1.003,307.759,98.835,1030.105,1.003,8800.000
266.222,49.604,-137.496,2671.698,15.296,15.571,32.292,0.835,0.503,0.839,260.734,1.008,1025.058,1.003,307.934,98.864,1030.102,1.003,8801.000
266.224,49.603,-137.487,2672.359,15.290,15.564,32.293,0.853,0.529,0.865,260.821,1.009,1025.055,1.003,308.019,98.882,1030.099,1.003,8802.000
266.225,49.602,-137.478,2673.024,15.287,15.560,32.293,0.870,0.543,0.879,260.861,1.009,1025.052,1.003,308.059,98.887,1030.097,1.003,8803.000
266.226,49.602,-137.469,2673.700,15.286,15.558,32.294,0.875,0.550,0.886,260.877,1.009,1025.048,1.003,308.070,98.888,1030.094,1.003,8804.000
266.228,49.601,-137.460,2674.388,15.286,15.557,32.294,0.881,0.554,0.889,260.884,1.009,1025.039,1.003,307.865,98.879,1030.087,1.003,8805.000
266.229,49.600,-137.452,2675.035,15.287,15.558,32.294,0.893,0.534,0.869,260.833,1.009,1025.035,1.003,307.599,98.851,1030.086,1.003,8806.000
266.231,49.599,-137.443,2675.702,15.286,15.557,32.294,0.893,0.528,0.862,260.824,1.009,1025.028,1.003,307.819,98.857,1030.083,1.003,8807.000
266.232,49.598,-137.434,2676.366,15.287,15.558,32.294,0.882,0.535,0.869,260.834,1.009,1025.020,1.003,307.922,98.866,1030.080,1.003,8808.000
266.233,49.597,-137.425,2677.027,15.287,15.557,32.294,0.879,0.535,0.869,260.831,1.009,1025.010,1.003,307.969,98.871,1030.077,1.003,8809.000
266.235,49.597,-137.416,2677.715,15.280,15.553,32.293,0.895,0.533,0.867,260.860,1.009,1025.000,1.003,308.034,98.876,1030.074,1.003,8810.000
266.236,49.596,-137.407,2678.361,15.270,15.545,32.295,0.922,0.563,0.897,260.966,1.009,1024.988,1.003,308.233,98.905,1030.071,1.003,8811.000
266.238,49.595,-137.398,2679.016,15.265,15.539,32.297,0.928,0.622,0.956,261.108,1.009,1024.979,1.003,308.404,98.947,1030.070,1.003,8812.000
266.239,49.594,-137.389,2679.690,15.263,15.539,32.297,0.939,0.616,0.950,261.102,1.009,1024.967,1.003,308.349,98.940,1030.066,1.003,8813.000
266.240,49.594,-137.380,2680.364,15.269,15.541,32.297,0.826,0.626,0.960,261.086,1.009,1024.952,1.003,308.123,98.913,1030.060,1.003,8814.000
266.242,49.593,-137.372,2681.033,15.258,15.536,32.300,NaN,NaN,NaN,261.074,1.009,NaN,NaN,307.226,98.770,NaN,NaN,8815.000
266.243,49.593,-137.363,2681.673,15.247,15.530,32.302,0.119,NaN,NaN,NaN,NaN,1024.932,NaN,306.397,NaN,1030.055,NaN,8816.000
266.244,49.592,-137.354,2682.352,15.241,15.527,32.302,0.023,0.282,0.614,260.513,1.007,1024.923,1.004,306.530,98.551,1030.053,1.004,8817.000
266.246,49.591,-137.345,2683.009,15.237,15.523,32.302,0.181,0.217,0.547,260.393,1.006,1024.914,1.004,306.900,98.556,1030.050,1.004,8818.000
266.247,49.590,-137.337,2683.681,15.235,15.518,32.302,0.266,0.220,0.551,260.412,1.006,1024.905,1.004,307.178,98.587,1030.047,1.004,8819.000
266.249,49.590,-137.328,2684.330,15.234,15.516,32.303,0.362,0.252,0.583,260.479,1.006,1024.897,1.004,307.388,98.621,1030.043,1.004,8820.000
266.250,49.589,-137.319,2684.976,15.236,15.516,32.303,0.430,0.266,0.596,260.494,1.006,1024.889,1.004,307.464,98.635,1030.041,1.004,8821.000
266.251,49.588,-137.310,2685.643,15.236,15.515,32.302,0.454,0.267,0.597,260.493,1.006,1024.881,1.004,307.447,98.639,1030.038,1.004,8822.000
266.253,49.587,-137.302,2686.305,15.232,15.512,32.301,0.439,0.258,0.588,260.493,1.006,1024.875,1.004,307.452,98.639,1030.035,1.004,8823.000
266.254,49.587,-137.293,2686.945,15.228,15.510,32.301,0.434,0.257,0.587,260.516,1.006,1024.869,1.004,307.538,98.646,1030.032,1.004,8824.000
266.256,49.586,-137.285,2687.583,15.224,15.511,32.301,0.467,0.259,0.588,260.535,1.006,1024.864,1.004,307.587,98.655,1030.029,1.004,8825.000
266.257,49.585,-137.276,2688.247,15.226,15.516,32.302,0.488,0.291,0.620,260.591,1.007,1024.861,1.004,307.676,98.689,1030.026,1.004,8826.000
266.258,49.584,-137.267,2688.887,15.226,15.521,32.302,0.504,0.319,0.648,260.645,1.007,1024.860,1.004,307.730,98.720,1030.023,1.004,8827.000
266.260,49.584,-137.258,2689.554,15.229,15.524,32.303,0.533,0.347,0.676,260.689,1.007,1024.862,1.003,307.752,98.741,1030.020,1.003,8828.000
266.261,49.583,-137.250,2690.198,15.229,15.521,32.303,0.551,0.395,0.721,260.788,1.007,1024.865,1.003,307.876,98.774,1030.017,1.003,8829.000
266.262,49.582,-137.241,2690.838,15.231,15.517,32.304,0.582,0.455,0.782,260.901,1.008,1024.872,1.003,308.010,98.811,1030.015,1.003,8830.000
266.264,49.581,-137.233,2691.488,15.234,15.515,32.304,0.632,0.495,0.821,260.972,1.008,1024.877,1.003,308.162,98.834,1030.011,1.003,8831.000
266.265,49.581,-137.224,2692.119,15.236,15.516,32.302,0.680,0.557,0.883,261.092,1.009,1024.887,1.003,308.286,98.875,1030.009,1.003,8832.000
266.267,49.580,-137.216,2692.743,15.243,15.521,32.297,0.714,0.559,0.885,261.074,1.009,1024.897,1.003,308.200,98.874,1030.008,1.003,8833.000
266.268,49.579,-137.208,2693.375,15.252,15.528,32.294,0.739,0.556,0.881,261.025,1.009,1024.906,1.003,308.099,98.867,1030.004,1.003,8834.000
266.269,49.578,-137.199,2694.010,15.259,15.534,32.292,0.732,0.559,0.883,260.997,1.009,1024.912,1.003,307.931,98.863,1029.998,1.003,8835.000
266.271,49.578,-137.191,2694.639,15.263,15.539,32.292,0.739,0.532,0.856,260.926,1.009,1024.924,1.003,307.570,98.832,1029.997,1.003,8836.000
266.272,49.577,-137.182,2695.276,15.271,15.545,32.291,0.720,0.537,0.860,260.902,1.009,1024.933,1.003,307.761,98.842,1029.995,1.003,8837.000
266.274,49.577,-137.174,2695.894,15.273,15.549,32.290,0.685,0.528,0.852,260.873,1.009,1024.941,1.003,307.862,98.844,1029.992,1.003,8838.000
266.275,49.576,-137.166,2696.537,15.275,15.552,32.290,0.643,0.446,0.768,260.694,1.008,1024.948,1.003,307.661,98.780,1029.989,1.003,8839.000
266.276,49.575,-137.157,2697.165,15.279,15.555,32.291,0.599,0.317,0.639,260.414,1.007,1024.953,1.004,307.323,98.677,1029.986,1.004,8840.000
266.278,49.575,-137.149,2697.804,15.282,15.559,32.292,0.567,0.228,0.549,260.212,1.006,1024.958,1.004,307.036,98.599,1029.984,1.004,8841.000
266.279,49.574,-137.140,2698.422,15.302,15.574,32.295,0.463,0.124,0.444,259.895,1.005,1024.962,1.004,306.564,98.497,1029.981,1.004,8842.000
266.281,49.573,-137.132,2699.052,15.330,15.596,32.297,0.414,0.082,0.401,259.662,1.005,1024.965,1.004,306.275,98.452,1029.978,1.004,8843.000
266.282,49.573,-137.124,2699.675,15.352,15.618,32.298,0.380,0.061,0.380,259.505,1.005,1024.967,1.004,306.107,98.430,1029.976,1.004,8844.000
266.283,49.572,-137.115,2700.312,15.378,15.642,32.299,0.345,0.061,0.378,259.367,1.005,1024.968,1.004,305.934,98.423,1029.973,1.004,8845.000
266.285,49.572,-137.107,2700.932,15.402,15.663,32.299,0.333,0.054,0.370,259.231,1.005,1024.967,1.004,305.787,98.413,1029.970,1.004,8846.000
266.286,49.571,-137.099,2701.548,15.418,15.680,32.299,0.298,0.021,0.337,259.081,1.005,1024.964,1.004,305.613,98.389,1029.967,1.004,8847.000
266.287,49.570,-137.090,2702.186,15.428,15.692,32.299,0.274,-0.008,0.307,258.968,1.004,1024.960,1.004,305.457,98.368,1029.965,1.004,8848.000
266.289,49.570,-137.082,2702.789,15.433,15.699,32.299,0.242,-0.036,0.279,258.881,1.004,1024.953,1.004,305.307,98.348,1029.962,1.004,8849.000
266.290,49.569,-137.074,2703.409,15.437,15.703,32.298,0.255,-0.040,0.274,258.850,1.004,1024.945,1.004,305.295,98.347,1029.960,1.004,8850.000
266.292,49.568,-137.066,2704.026,15.438,15.705,32.297,0.281,-0.026,0.288,258.876,1.004,1024.936,1.004,305.344,98.361,1029.959,1.004,8851.000
266.293,49.568,-137.057,2704.651,15.438,15.707,32.297,0.336,0.020,0.334,258.965,1.004,1024.924,1.004,305.461,98.399,1029.956,1.004,8852.000
266.294,49.567,-137.049,2705.270,15.439,15.708,32.296,0.388,0.102,0.416,259.125,1.005,1024.909,1.004,305.657,98.465,1029.951,1.004,8853.000
266.296,49.567,-137.041,2705.895,15.441,15.711,32.297,0.449,0.159,0.473,259.230,1.006,1024.896,1.004,305.878,98.518,1029.949,1.004,8854.000
266.297,49.566,-137.032,2706.514,15.443,15.717,32.298,0.485,0.171,0.484,259.236,1.006,1024.881,1.004,305.889,98.532,1029.946,1.004,8855.000
266.299,49.565,-137.024,2707.156,15.446,15.726,32.301,0.482,0.140,0.454,259.152,1.005,1024.866,1.004,305.755,98.519,1029.942,1.004,8856.000
266.300,49.565,-137.016,2707.779,15.444,15.732,32.302,NaN,0.095,0.408,259.064,1.005,1024.853,1.004,305.606,98.501,1029.941,1.004,8857.000
266.301,49.564,-137.007,2708.403,15.437,15.730,32.301,NaN,0.073,0.385,259.055,1.005,1024.840,1.004,305.633,98.495,1029.939,1.004,8858.000
266.303,49.563,-136.999,2709.019,15.418,15.714,32.296,NaN,0.178,0.484,259.370,1.006,1024.828,1.004,306.091,98.593,1029.936,1.004,8859.000
266.304,49.563,-136.990,2709.665,15.390,15.686,32.292,0.614,0.279,0.586,259.727,1.006,1024.818,1.004,306.560,98.676,1029.934,1.004,8860.000
266.306,49.562,-136.982,2710.278,15.369,15.661,32.291,0.623,0.323,0.630,259.926,1.007,1024.809,1.004,306.728,98.694,1029.932,1.004,8861.000
266.307,49.562,-136.974,2710.898,15.358,15.646,32.291,0.602,0.258,0.564,259.847,1.006,1024.802,1.004,306.586,98.628,1029.929,1.004,8862.000
266.308,49.561,-136.965,2711.523,15.355,15.639,32.291,0.498,0.146,0.452,259.628,1.005,1024.796,1.004,306.279,98.523,1029.928,1.004,8863.000
266.310,49.561,-136.957,2712.146,15.355,15.637,32.291,0.390,0.041,0.346,259.410,1.005,1024.789,1.004,306.002,98.432,1029.925,1.004,8864.000
266.311,49.560,-136.949,2712.749,15.355,15.636,32.291,0.296,-0.007,0.298,259.311,1.004,1024.780,1.004,305.679,98.383,1029.920,1.004,8865.000
266.313,49.559,-136.941,2713.362,15.356,15.637,32.292,0.247,-0.093,0.212,259.127,1.003,1024.776,1.004,305.304,98.298,1029.919,1.004,8866.000
