198.707,74.373,-59.405,3746.357,8.577,10.063,32.246,0.354,-0.123,0.084,314.685,1.072,1081.295,1.074,364.846,103.629,1096.297,1.074,1.000
198.708,74.380,-59.412,3747.123,8.575,10.046,32.239,0.325,-0.199,0.113,314.661,1.072,1081.790,1.074,364.809,103.578,1096.779,1.074,1.000
198.710,74.387,-59.419,3747.888,8.550,10.015,32.230,0.295,-0.144,0.149,314.869,1.072,1081.326,1.074,365.051,103.571,1096.304,1.074,1.000
198.711,74.393,-59.426,3748.652,8.481,9.956,32.215,0.275,-0.190,0.117,315.182,1.072,1081.017,1.074,365.437,103.537,1095.987,1.074,1.000
198.713,74.400,-59.433,3749.412,8.474,9.968,32.219,0.266,-0.330,0.098,315.045,1.071,1081.646,1.074,365.284,103.520,1096.611,1.074,1.000
198.714,74.406,-59.441,3750.181,8.500,9.987,32.230,0.258,-0.307,0.068,314.627,1.070,1080.689,1.074,364.789,103.429,1095.648,1.074,1.000
198.715,74.413,-59.448,3750.945,8.533,10.019,32.245,0.255,-0.311,-0.001,314.055,1.069,1079.619,1.072,364.126,103.319,1094.575,1.072,1.000
198.717,74.420,-59.454,3751.718,8.531,10.021,32.253,0.292,-0.411,-0.069,313.718,1.068,1079.315,1.072,363.739,103.213,1094.268,1.072,1.000
198.718,74.426,-59.462,3752.491,8.525,10.023,32.263,0.323,-0.443,-0.078,313.597,1.068,1079.095,1.072,363.621,103.185,1094.046,1.072,1.000
198.719,74.433,-59.470,3753.255,8.550,10.043,32.279,0.322,-0.357,-0.104,313.169,1.067,1077.536,1.071,363.144,103.098,1092.484,1.071,1.000
198.721,74.439,-59.479,3754.021,8.555,10.040,32.294,NaN,-0.552,-0.153,312.844,1.066,1078.366,1.072,362.808,102.989,1093.313,1.072,1.000
198.722,74.446,-59.487,3754.791,8.540,10.017,32.302,NaN,-0.445,-0.134,312.870,1.066,1077.180,1.071,362.853,102.954,1092.125,1.071,1.000
198.724,74.452,-59.495,3755.556,8.528,10.006,32.305,NaN,-0.413,-0.160,312.890,1.066,1076.710,1.070,362.900,102.940,1091.654,1.070,1.000
198.725,74.459,-59.505,3756.323,8.517,10.001,32.305,0.385,-0.482,-0.187,312.942,1.066,1077.220,1.071,362.958,102.946,1092.165,1.071,1.000
198.726,74.465,-59.514,3757.090,8.479,9.955,32.298,0.390,-0.375,-0.094,313.557,1.067,1077.463,1.071,363.694,103.039,1092.410,1.071,1.000
198.728,74.472,-59.524,3757.863,8.467,9.945,32.293,0.379,-0.295,-0.032,313.867,1.067,1077.497,1.071,364.075,103.122,1092.447,1.071,1.000
198.729,74.478,-59.533,3758.625,8.469,9.956,32.291,0.348,-0.339,-0.018,313.890,1.068,1078.027,1.071,364.085,103.154,1092.979,1.071,1.000
198.731,74.484,-59.542,3759.385,8.481,9.964,32.287,0.304,-0.347,-0.034,313.811,1.068,1078.079,1.071,363.981,103.143,1093.034,1.071,1.000
198.732,74.491,-59.551,3760.153,8.478,9.956,32.278,0.300,-0.337,-0.003,313.858,1.068,1078.014,1.071,364.022,103.135,1092.973,1.071,1.000
198.733,74.497,-59.560,3760.919,8.486,9.964,32.270,0.317,-0.308,-0.017,313.782,1.068,1077.633,1.071,363.903,103.122,1092.596,1.071,1.000
198.735,74.504,-59.569,3761.682,8.515,10.004,32.268,0.333,-0.408,-0.031,313.556,1.067,1078.411,1.072,363.592,103.130,1093.379,1.072,1.000
198.736,74.510,-59.579,3762.442,8.549,10.034,32.268,0.361,-0.299,0.045,313.505,1.068,1078.126,1.071,363.521,103.182,1093.100,1.071,1.000
198.738,74.517,-59.588,3763.212,8.549,10.030,32.264,0.369,-0.143,0.109,313.711,1.069,1077.426,1.070,363.775,103.243,1092.406,1.070,1.000
198.739,74.523,-59.597,3763.977,8.527,10.029,32.259,0.398,-0.262,0.080,313.772,1.068,1078.123,1.071,363.814,103.255,1093.109,1.071,1.000
198.740,74.530,-59.606,3764.747,8.532,10.028,32.259,0.426,-0.288,0.075,313.670,1.068,1078.131,1.071,363.691,103.217,1093.121,1.071,1.000
198.742,74.536,-59.615,3765.523,8.559,10.051,32.261,0.445,-0.247,0.048,313.432,1.068,1077.612,1.071,363.406,103.194,1092.606,1.071,1.000
198.743,74.543,-59.624,3766.286,8.553,10.057,32.257,0.457,-0.279,0.065,313.489,1.068,1077.908,1.071,363.492,103.234,1092.904,1.071,1.000
198.744,74.549,-59.634,3767.050,8.517,9.999,32.249,0.434,-0.135,0.193,314.130,1.070,1077.948,1.071,364.236,103.300,1092.945,1.071,1.000
198.746,74.555,-59.643,3767.822,8.479,9.955,32.242,0.415,-0.002,0.277,314.654,1.070,1077.622,1.070,364.870,103.372,1092.620,1.070,1.000
198.747,74.562,-59.652,3768.595,8.435,9.933,32.240,0.401,-0.147,0.269,314.933,1.070,1078.788,1.072,365.213,103.423,1093.788,1.072,1.000
198.749,74.568,-59.661,3769.362,8.410,9.899,32.244,0.388,-0.091,0.271,315.126,1.070,1078.383,1.071,365.473,103.408,1093.384,1.071,1.000
198.750,74.575,-59.671,3770.134,8.405,9.892,32.251,0.365,-0.084,0.259,315.089,1.070,1078.117,1.071,365.446,103.382,1093.118,1.071,1.000
198.751,74.581,-59.680,3770.899,8.414,9.900,32.255,0.356,-0.208,0.227,315.025,1.070,1079.234,1.072,365.380,103.383,1094.236,1.072,1.000
198.753,74.588,-59.689,3771.660,8.433,9.929,32.253,0.377,-0.202,0.228,314.905,1.070,1079.254,1.072,365.188,103.401,1094.255,1.072,1.000
198.754,74.594,-59.698,3772.428,8.473,9.964,32.252,0.412,-0.155,0.194,314.618,1.070,1078.791,1.072,364.829,103.384,1093.789,1.072,1.000
198.756,74.601,-59.707,3773.194,8.502,9.984,32.255,0.448,-0.185,0.165,314.417,1.070,1079.095,1.072,364.590,103.365,1094.090,1.072,1.000
198.757,74.607,-59.717,3773.962,8.526,10.007,32.254,0.484,-0.254,0.088,314.116,1.070,1079.236,1.072,364.218,103.313,1094.227,1.072,1.000
198.758,74.613,-59.726,3774.727,8.546,10.024,32.250,0.504,-0.283,0.051,313.870,1.069,1079.086,1.072,363.900,103.268,1094.073,1.072,1.000
198.760,74.620,-59.735,3775.488,8.581,10.066,32.251,0.502,-0.386,0.026,313.591,1.069,1079.899,1.073,363.552,103.269,1094.884,1.073,1.000
198.761,74.626,-59.745,3776.256,8.620,10.106,32.254,0.499,-0.325,0.093,313.493,1.070,1080.006,1.074,363.421,103.330,1094.988,1.074,1.000
198.762,74.633,-59.754,3777.019,8.652,10.135,32.254,NaN,-0.225,0.163,313.530,1.071,1080.044,1.073,363.447,103.408,1095.022,1.073,1.000
198.764,74.639,-59.764,3777.776,8.669,10.168,32.253,NaN,-0.168,0.198,313.540,1.071,1079.991,1.073,363.433,103.484,1094.966,1.073,1.000
198.765,74.645,-59.774,3778.535,8.694,10.205,32.249,NaN,-0.259,0.188,313.411,1.071,1080.927,1.074,363.246,103.518,1095.896,1.074,1.000
198.767,74.652,-59.784,3779.299,8.722,10.217,32.247,0.513,-0.235,0.208,313.343,1.072,1081.165,1.074,363.164,103.525,1096.126,1.074,1.000
198.768,74.658,-59.793,3780.060,8.736,10.226,32.244,0.511,-0.121,0.259,313.475,1.073,1080.944,1.074,363.299,103.588,1095.894,1.074,1.000
198.769,74.664,-59.802,3780.827,8.746,10.243,32.241,0.500,-0.174,0.267,313.518,1.073,1081.783,1.075,363.314,103.641,1096.724,1.075,1.000
198.771,74.671,-59.812,3781.599,8.748,10.234,32.239,0.494,-0.072,0.293,313.619,1.073,1081.279,1.074,363.454,103.650,1096.209,1.074,1.000
198.772,74.677,-59.821,3782.365,8.746,10.227,32.237,0.500,0.045,0.291,313.713,1.074,1080.494,1.073,363.565,103.665,1095.413,1.073,1.000
198.774,74.684,-59.830,3783.133,8.735,10.227,32.237,0.511,-0.046,0.261,313.751,1.073,1081.169,1.074,363.605,103.680,1096.079,1.074,1.000
198.775,74.690,-59.840,3783.899,8.726,10.205,32.236,0.510,-0.043,0.310,314.032,1.074,1081.898,1.074,363.952,103.724,1096.798,1.074,1.000
198.776,74.697,-59.850,3784.667,8.713,10.190,32.236,0.508,0.056,0.414,314.489,1.075,1082.321,1.075,364.504,103.842,1097.210,1.075,1.000
198.778,74.703,-59.859,3785.438,8.696,10.185,32.238,0.469,0.084,0.448,314.702,1.076,1082.436,1.075,364.756,103.905,1097.317,1.075,1.000
198.779,74.710,-59.868,3786.209,8.684,10.167,32.244,0.419,-0.001,0.448,314.734,1.075,1083.046,1.076,364.830,103.880,1097.919,1.076,1.000
198.781,74.716,-59.878,3786.978,8.674,10.152,32.255,0.391,0.035,0.459,314.705,1.075,1082.440,1.075,364.833,103.845,1097.305,1.075,1.000
198.782,74.722,-59.888,3787.744,8.669,10.152,32.269,0.337,0.008,0.406,314.403,1.074,1081.587,1.074,364.512,103.754,1096.445,1.074,1.000
198.783,74.729,-59.897,3788.518,8.657,10.143,32.288,0.325,-0.090,0.318,314.108,1.073,1081.266,1.074,364.219,103.649,1096.118,1.074,1.000
198.785,74.735,-59.906,3789.295,8.650,10.131,32.307,0.325,-0.073,0.291,313.907,1.072,1080.356,1.073,364.048,103.568,1095.203,1.073,1.000
198.786,74.742,-59.916,3790.063,8.659,10.143,32.326,0.338,-0.101,0.209,313.566,1.071,1079.742,1.073,363.669,103.490,1094.585,1.073,1.000
198.787,74.748,-59.926,3790.830,8.680,10.169,32.345,0.347,-0.256,0.140,313.087,1.071,1080.091,1.073,363.139,103.404,1094.931,1.073,1.000
198.789,74.754,-59.939,3791.604,8.711,10.195,32.375,0.341,-0.308,0.037,312.484,1.069,1079.392,1.073,362.487,103.281,1094.228,1.073,1.000
198.790,74.760,-59.952,3792.383,8.728,10.207,32.414,0.330,-0.261,-0.019,312.083,1.069,1078.242,1.072,362.103,103.201,1093.075,1.072,1.000
198.792,74.766,-59.967,3793.158,8.738,10.217,32.452,0.333,-0.416,-0.056,311.769,1.068,1079.023,1.073,361.818,103.140,1093.855,1.073,1.000
198.793,74.772,-59.981,3793.936,8.750,10.222,32.487,0.316,-0.360,0.000,311.652,1.068,1078.663,1.072,361.761,103.139,1093.496,1.072,1.000
198.794,74.778,-59.996,3794.718,8.754,10.228,32.513,0.308,-0.254,0.024,311.571,1.068,1077.711,1.071,361.731,103.144,1092.548,1.071,1.000
198.796,74.784,-60.010,3795.490,8.752,10.228,32.531,0.307,-0.316,0.052,311.508,1.068,1078.105,1.071,361.686,103.131,1092.949,1.071,1.000
198.797,74.790,-60.025,3796.263,8.748,10.221,32.547,0.301,-0.301,0.093,311.452,1.068,1077.793,1.071,361.671,103.112,1092.646,1.071,1.000
198.799,74.795,-60.040,3797.039,8.742,10.219,32.561,0.295,-0.242,0.126,311.423,1.068,1077.120,1.071,361.680,103.110,1091.985,1.071,1.000
198.800,74.801,-60.055,3797.808,8.737,10.222,32.570,0.323,-0.344,0.151,311.487,1.068,1078.214,1.072,361.747,103.138,1093.093,1.072,1.000
198.801,74.807,-60.069,3798.578,8.733,10.213,32.576,0.353,-0.231,0.157,311.598,1.068,1077.526,1.071,361.926,103.164,1092.419,1.071,1.000
198.803,74.813,-60.084,3799.360,8.721,10.202,32.584,0.359,-0.153,0.169,311.701,1.069,1076.974,1.070,362.080,103.179,1091.883,1.070,1.000
198.804,74.819,-60.099,3800.141,8.716,10.202,32.591,NaN,-0.210,0.121,311.657,1.068,1077.229,1.070,362.050,103.174,1092.155,1.070,1.000
198.806,74.825,-60.113,3800.914,8.719,10.204,32.595,NaN,-0.266,0.110,311.565,1.068,1077.534,1.071,361.937,103.144,1092.477,1.071,1.000
198.807,74.830,-60.127,3801.689,8.722,10.207,32.594,NaN,-0.286,0.064,311.523,1.068,1077.624,1.071,361.880,103.137,1092.584,1.071,1.000
198.808,74.836,-60.141,3802.466,8.717,10.207,32.572,0.368,-0.200,0.102,311.820,1.069,1077.626,1.071,362.194,103.225,1092.604,1.071,1.000
198.810,74.842,-60.154,3803.245,8.707,10.204,32.536,0.360,-0.157,0.197,312.376,1.070,1078.731,1.072,362.762,103.380,1093.726,1.072,1.000
198.811,74.848,-60.168,3804.012,8.692,10.182,32.494,0.378,0.023,0.313,313.061,1.072,1078.871,1.072,363.485,103.532,1093.882,1.072,1.000
198.813,74.854,-60.182,3804.789,8.688,10.181,32.462,0.419,0.013,0.355,313.384,1.073,1079.783,1.072,363.762,103.616,1094.810,1.072,1.000
198.814,74.860,-60.196,3805.565,8.699,10.205,32.439,0.416,-0.069,0.299,313.253,1.072,1080.170,1.073,363.576,103.611,1095.212,1.073,1.000
198.815,74.866,-60.210,3806.330,8.712,10.208,32.425,0.378,-0.036,0.251,313.180,1.072,1079.843,1.073,363.432,103.581,1094.899,1.073,1.000
198.817,74.872,-60.223,3807.096,8.706,10.200,32.411,0.339,0.050,0.297,313.431,1.073,1079.720,1.073,363.723,103.642,1094.789,1.073,1.000
198.818,74.878,-60.236,3807.861,8.695,10.207,32.404,0.299,-0.054,0.283,313.583,1.073,1080.859,1.074,363.877,103.707,1095.941,1.074,1.000
198.819,74.884,-60.249,3808.632,8.703,10.208,32.405,0.246,-0.053,0.257,313.588,1.073,1081.071,1.074,363.865,103.704,1096.163,1.074,1.000
198.821,74.890,-60.262,3809.394,8.737,10.243,32.416,0.231,-0.093,0.218,313.171,1.073,1080.876,1.074,363.378,103.651,1095.977,1.074,1.000
198.822,74.896,-60.274,3810.165,8.773,10.290,32.435,0.256,-0.199,0.144,312.614,1.072,1080.868,1.074,362.750,103.587,1095.975,1.074,1.000
198.824,74.903,-60.285,3810.945,8.797,10.299,32.457,0.272,-0.223,0.096,312.159,1.071,1080.234,1.074,362.246,103.463,1095.342,1.074,1.000
198.825,74.909,-60.297,3811.717,8.826,10.327,32.488,0.295,-0.211,0.051,311.758,1.071,1079.608,1.073,361.831,103.413,1094.717,1.073,1.000
198.826,74.915,-60.309,3812.486,8.831,10.337,32.531,0.297,-0.248,0.069,311.662,1.071,1080.038,1.073,361.824,103.439,1095.146,1.073,1.000
198.828,74.921,-60.320,3813.252,8.821,10.320,32.558,0.270,-0.217,0.100,311.765,1.071,1080.077,1.073,362.015,103.449,1095.182,1.073,1.000
198.829,74.928,-60.332,3814.031,8.838,10.342,32.558,0.293,-0.212,0.062,311.577,1.071,1079.779,1.073,361.782,103.436,1094.879,1.073,1.000
198.831,74.934,-60.343,3814.802,8.874,10.377,32.537,0.300,-0.305,0.057,311.326,1.071,1080.455,1.074,361.409,103.415,1095.548,1.074,1.000
198.832,74.940,-60.354,3815.577,8.899,10.400,32.511,0.305,-0.356,0.034,311.163,1.071,1080.752,1.074,361.122,103.388,1095.836,1.074,1.000
198.833,74.947,-60.365,3816.354,8.927,10.425,32.492,0.342,-0.266,0.048,311.035,1.071,1080.041,1.074,360.913,103.388,1095.112,1.074,1.000
198.835,74.953,-60.376,3817.126,8.943,10.442,32.477,0.372,-0.153,0.065,311.034,1.071,1079.328,1.073,360.857,103.415,1094.385,1.073,1.000
198.836,74.959,-60.387,3817.905,8.922,10.416,32.453,0.370,-0.111,0.113,311.378,1.071,1079.471,1.073,361.214,103.451,1094.511,1.073,1.000
198.838,74.966,-60.398,3818.684,8.908,10.396,32.428,0.359,-0.079,0.154,311.638,1.072,1079.592,1.073,361.476,103.479,1094.614,1.073,1.000
198.839,74.972,-60.409,3819.463,8.908,10.401,32.412,0.322,-0.100,0.164,311.667,1.072,1079.781,1.073,361.472,103.489,1094.785,1.073,1.000
198.840,74.978,-60.420,3820.230,8.932,10.429,32.412,0.318,-0.178,0.132,311.341,1.072,1079.900,1.073,361.071,103.444,1094.886,1.073,1.000
198.842,74.985,-60.430,3821.003,8.955,10.447,32.418,0.319,-0.168,0.093,310.982,1.071,1079.150,1.073,360.650,103.367,1094.117,1.073,1.000
198.843,74.992,-60.439,3821.777,8.980,10.471,32.425,0.303,-0.184,0.067,310.644,1.070,1078.723,1.072,360.253,103.311,1093.673,1.072,1.000
198.844,74.998,-60.445,3822.550,9.006,10.506,32.430,0.299,-0.267,0.017,310.178,1.069,1078.495,1.072,359.681,103.231,1093.428,1.072,1.000
198.846,75.005,-60.451,3823.328,9.038,10.530,32.432,NaN,-0.347,-0.036,309.722,1.069,1078.374,1.072,359.136,103.131,1093.291,1.072,1.000
198.847,75.012,-60.458,3824.110,9.074,10.568,32.433,NaN,-0.392,-0.093,309.225,1.068,1077.857,1.072,358.520,103.047,1092.758,1.072,1.000
198.849,75.018,-60.467,3824.881,9.111,10.609,32.436,NaN,-0.470,-0.125,308.785,1.067,1077.906,1.072,357.985,102.991,1092.793,1.072,1.000
198.850,75.025,-60.477,3825.657,9.145,10.629,32.450,0.197,-0.351,-0.097,308.550,1.067,1076.932,1.071,357.738,102.965,1091.805,1.071,1.000
198.851,75.031,-60.491,3826.425,9.139,10.622,32.472,0.192,-0.203,-0.062,308.623,1.067,1075.901,1.070,357.881,102.993,1090.763,1.070,1.000
198.853,75.036,-60.510,3827.198,9.133,10.635,32.500,0.217,-0.404,-0.083,308.467,1.067,1077.193,1.071,357.769,102.994,1092.047,1.071,1.000
198.854,75.041,-60.528,3827.967,9.147,10.639,32.521,0.243,-0.388,-0.098,308.263,1.067,1076.799,1.071,357.566,102.944,1091.646,1.071,1.000
198.856,75.046,-60.545,3828.738,9.167,10.660,32.536,0.275,-0.352,-0.130,307.945,1.066,1075.928,1.070,357.217,102.893,1090.771,1.070,1.000
198.857,75.052,-60.562,3829.511,9.184,10.687,32.548,0.295,-0.521,-0.175,307.629,1.066,1076.791,1.071,356.849,102.854,1091.632,1.071,1.000
198.858,75.057,-60.578,3830.283,9.174,10.662,32.559,0.313,-0.454,-0.150,307.760,1.066,1076.522,1.071,357.056,102.852,1091.361,1.071,1.000
198.860,75.063,-60.594,3831.061,9.150,10.615,32.573,0.331,-0.223,0.004,308.320,1.068,1076.000,1.070,357.786,102.947,1090.840,1.070,1.000
198.861,75.069,-60.610,3831.834,9.111,10.571,32.598,0.312,-0.180,0.112,308.862,1.069,1076.779,1.071,358.603,103.064,1091.625,1.071,1.000
198.863,75.074,-60.626,3832.608,9.081,10.540,32.627,0.295,-0.117,0.127,309.198,1.070,1076.896,1.071,359.015,103.122,1091.752,1.071,1.000
198.864,75.080,-60.642,3833.374,9.067,10.526,32.642,0.412,-0.142,0.093,309.343,1.070,1077.424,1.071,359.239,103.150,1092.294,1.071,1.000
198.865,75.085,-60.658,3834.146,9.065,10.537,32.634,0.512,-0.232,0.032,309.419,1.070,1078.405,1.072,359.285,103.195,1093.297,1.072,1.000
198.867,75.091,-60.676,3834.928,9.081,10.580,32.609,0.588,-0.424,-0.083,309.225,1.069,1079.627,1.074,358.974,103.206,1094.547,1.074,1.000
198.868,75.096,-60.693,3835.697,9.132,10.627,32.577,0.618,-0.339,-0.051,309.229,1.070,1079.903,1.074,358.844,103.281,1094.851,1.074,1.000
198.869,75.101,-60.710,3836.468,9.105,10.587,32.482,0.629,0.070,0.173,310.279,1.073,1078.703,1.072,359.895,103.486,1093.682,1.072,1.000
198.871,75.107,-60.726,3837.244,9.039,10.550,32.387,0.698,0.009,0.263,311.245,1.074,1080.379,1.074,360.837,103.668,1095.391,1.074,1.000
198.872,75.112,-60.742,3838.022,8.990,10.489,32.320,0.734,0.170,0.406,312.188,1.076,1080.660,1.074,361.808,103.799,1095.705,1.074,1.000
198.874,75.118,-60.759,3838.797,8.966,10.467,32.281,0.768,0.296,0.466,312.704,1.076,1080.501,1.073,362.353,103.898,1095.579,1.073,1.000
198.875,75.124,-60.775,3839.576,8.966,10.478,32.267,0.787,0.165,0.462,312.776,1.076,1081.803,1.075,362.350,103.937,1096.915,1.075,1.000
198.876,75.129,-60.792,3840.351,8.919,10.408,32.245,0.762,0.381,0.578,313.565,1.078,1081.390,1.074,363.296,104.028,1096.535,1.074,1.000
198.878,75.135,-60.808,3841.124,8.849,10.333,32.222,0.751,0.595,0.698,314.572,1.080,1081.174,1.073,364.479,104.184,1096.352,1.073,1.000
198.879,75.140,-60.825,3841.898,8.804,10.319,32.208,0.749,0.336,0.676,315.030,1.080,1083.865,1.076,364.954,104.288,1099.077,1.076,1.000
198.881,75.146,-60.841,3842.677,8.795,10.313,32.208,0.762,0.304,0.649,315.067,1.080,1084.068,1.077,365.045,104.293,1099.313,1.077,1.000
198.882,75.151,-60.858,3843.463,8.831,10.344,32.225,0.768,0.303,0.586,314.737,1.080,1083.917,1.077,364.671,104.265,1099.192,1.077,1.000
198.883,75.157,-60.874,3844.243,8.847,10.371,32.246,0.776,0.197,0.589,314.523,1.080,1084.658,1.077,364.480,104.267,1099.962,1.077,1.000
198.885,75.163,-60.891,3845.035,8.823,10.337,32.264,0.769,0.334,0.671,314.888,1.080,1084.268,1.077,364.956,104.329,1099.598,1.077,1.000
198.886,75.168,-60.907,3845.828,8.778,10.281,32.283,0.749,0.545,0.784,315.429,1.081,1083.338,1.075,365.683,104.400,1098.690,1.075,1.000
198.887,75.174,-60.924,3846.614,8.742,10.253,32.303,NaN,0.420,0.815,315.679,1.081,1084.572,1.077,366.066,104.448,1099.948,1.077,1.000
198.889,75.180,-60.940,3847.405,8.699,10.214,32.320,NaN,0.534,0.819,315.870,1.081,1083.302,1.075,366.347,104.427,1098.700,1.075,1.000
198.890,75.186,-60.957,3848.202,8.669,10.177,32.336,NaN,0.451,0.682,315.599,1.080,1082.435,1.075,366.110,104.266,1097.853,1.075,1.000
198.892,75.192,-60.973,3849.001,8.718,10.231,32.374,0.785,0.324,0.608,314.893,1.079,1082.573,1.075,365.323,104.175,1098.011,1.075,1.000
198.893,75.198,-60.988,3849.791,8.735,10.314,32.382,0.783,-0.041,0.434,314.192,1.077,1083.807,1.077,364.450,104.129,1099.263,1.077,1.000
198.894,75.203,-61.004,3850.585,8.818,10.367,32.445,0.759,0.066,0.450,313.529,1.077,1082.996,1.076,363.791,104.071,1098.464,1.076,1.000
198.896,75.210,-61.019,3851.381,8.867,10.400,32.504,0.713,0.172,0.463,313.095,1.077,1082.136,1.075,363.408,104.041,1097.612,1.075,1.000
198.897,75.216,-61.033,3852.165,8.865,10.403,32.561,0.692,0.104,0.478,312.984,1.077,1082.731,1.076,363.426,104.053,1098.213,1.076,1.000
198.899,75.222,-61.047,3852.957,8.832,10.345,32.617,0.671,0.307,0.587,313.342,1.078,1081.770,1.075,364.035,104.086,1097.255,1.075,1.000
198.900,75.227,-61.064,3853.746,8.818,10.330,32.690,0.657,0.381,0.633,313.288,1.078,1081.119,1.074,364.170,104.090,1096.608,1.074,1.000
198.901,75.233,-61.079,3854.535,8.823,10.337,32.774,0.608,0.245,0.601,312.935,1.077,1081.792,1.075,363.948,104.042,1097.283,1.075,1.000
198.903,75.239,-61.093,3855.319,8.815,10.322,32.832,0.569,0.277,0.577,312.756,1.077,1081.084,1.074,363.895,103.992,1096.575,1.074,1.000
198.904,75.246,-61.106,3856.099,8.817,10.328,32.868,0.568,0.181,0.466,312.309,1.076,1080.645,1.074,363.461,103.881,1096.138,1.074,1.000
198.906,75.252,-61.116,3856.883,8.865,10.358,32.896,0.593,0.079,0.415,311.764,1.075,1081.018,1.074,362.873,103.786,1096.513,1.074,1.000
198.907,75.259,-61.127,3857.666,8.923,10.431,32.917,0.648,-0.139,0.213,310.721,1.073,1080.797,1.075,361.641,103.611,1096.294,1.075,1.000
198.908,75.265,-61.138,3858.449,8.971,10.480,32.931,NaN,-0.081,0.166,310.259,1.073,1079.912,1.074,361.099,103.573,1095.410,1.074,1.000
198.910,75.272,-61.148,3859.221,8.992,10.514,32.941,0.899,-0.142,0.164,310.048,1.073,1080.290,1.074,360.865,103.579,1095.791,1.074,1.000
198.911,75.278,-61.156,3859.980,8.949,10.455,32.926,1.025,0.060,0.336,310.783,1.074,1079.948,1.073,361.729,103.693,1095.451,1.073,1.000
198.912,75.285,-61.163,3860.745,8.831,10.318,32.874,1.039,0.502,0.613,312.436,1.077,1078.650,1.071,363.664,103.910,1094.155,1.071,1.000
198.914,75.291,-61.174,3861.495,8.621,10.111,32.805,0.941,0.649,0.957,315.011,1.080,1080.783,1.073,366.697,104.262,1096.292,1.073,1.000
198.915,75.297,-61.184,3862.257,8.516,10.036,32.779,0.859,0.831,1.094,316.070,1.081,1080.096,1.072,367.941,104.435,1095.610,1.072,1.000
198.917,75.303,-61.195,3863.015,8.421,9.932,32.753,0.766,0.963,1.257,317.185,1.082,1080.309,1.072,369.245,104.547,1095.826,1.072,1.000
198.918,75.310,-61.205,3863.785,8.446,9.973,32.748,0.710,0.881,1.194,316.955,1.082,1080.816,1.073,368.943,104.567,1096.335,1.073,1.000
198.919,75.316,-61.214,3864.557,8.548,10.103,32.757,0.647,0.497,1.004,315.760,1.081,1082.614,1.075,367.469,104.468,1098.136,1.075,1.000
198.921,75.323,-61.224,3865.324,8.683,10.235,32.771,0.622,0.277,0.744,314.100,1.078,1082.136,1.075,365.440,104.214,1097.657,1.075,1.000
